code_client,nom_client,type_client,telephone,email,ville,region
C0435,Clinique Mâcon 435,clinique,+33 (0)2 76 93 15 28,contact435@sante-mâcon.fr,Mâcon,Bourgogne-Franche-Comté
C0436,Clinique Nîmes 436,clinique,+33 (0)6 31 99 25 12,contact436@sante-nîmes.fr,Nîmes,Occitanie
C0437,District Sanitaire de Marseille,district_sanitaire,05 96 35 82 92,contact437@sante-marseille.fr,Marseille,Provence-Alpes-Cote-d-Azur
C0438,Hôpital Bourgeois de Montpellier,hopital,01 56 95 57 77,contact438@sante-montpellier.fr,Montpellier,Occitanie
C0439,District Sanitaire de Valenciennes,district_sanitaire,04 87 84 31 68,contact439@sante-valenciennes.fr,Valenciennes,Hauts-de-France
C0440,Clinique Cherbourg 440,clinique,0382695514,contact440@sante-cherbourg.fr,Cherbourg,Normandie
C0441,Clinique Limoges 441,clinique,+33 5 94 46 93 49,contact441@sante-limoges.fr,Limoges,Nouvelle-Aquitaine
C0442,District Sanitaire de Perpignan,district_sanitaire,+33 1 88 45 60 70,contact442@sante-perpignan.fr,Perpignan,Occitanie
C0443,District Sanitaire de Perpignan,district_sanitaire,+33 5 67 94 64 19,contact443@sante-perpignan.fr,Perpignan,Occitanie
C0444,Clinique Bourges 444,clinique,0532816008,contact444@sante-bourges.fr,Bourges,Centre-Val de Loire
C0445,Clinique Saint-Nazaire 445,clinique,0474473000,contact445@sante-saint-nazaire.fr,Saint-Nazaire,Pays de la Loire
C0446,Hôpital Paris de Poitiers,hopital,+33 (0)1 34 79 91 54,contact446@sante-poitiers.fr,Poitiers,Nouvelle-Aquitaine
C0447,Clinique Bayonne 447,clinique,+33 6 15 67 91 85,contact447@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0448,District Sanitaire de Bayonne,district_sanitaire,04 68 18 11 30,contact448@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0449,Hôpital Bertrand de Montreuil,hopital,03 87 57 72 48,contact449@sante-montreuil.fr,Montreuil,Île-de-France
C0450,Hôpital Petit de Lyon,hopital,0367900103,contact450@sante-lyon.fr,Lyon,Auvergne-Rhône-Alpes
C0451,District Sanitaire de Nice,district_sanitaire,0362010292,contact451@sante-nice.fr,Nice,Provence-Alpes-Cote-d-Azur
C0452,District Sanitaire de Toulouse,district_sanitaire,+33 4 57 54 32 90,contact452@sante-toulouse.fr,Toulouse,Occitanie
C0453,Hôpital Bigot de Bordeaux,hopital,+33 (0)6 31 12 23 05,contact453@sante-bordeaux.fr,Bordeaux,Nouvelle-Aquitaine
C0454,Clinique Lorient 454,clinique,+33 (0)1 83 25 22 54,contact454@sante-lorient.fr,Lorient,Bretagne
C0455,District Sanitaire de Montreuil,district_sanitaire,+33 (0)3 44 05 11 57,contact455@sante-montreuil.fr,Montreuil,Île-de-France
C0456,Clinique Chartres 456,clinique,0554927766,contact456@sante-chartres.fr,Chartres,Centre-Val de Loire
C0457,Hôpital Fontaine de Blois,hopital,0370780348,contact457@sante-blois.fr,Blois,Centre-Val de Loire
C0458,District Sanitaire de Montreuil,district_sanitaire,+33 5 18 26 40 46,contact458@sante-montreuil.fr,Montreuil,Île-de-France
C0459,Hôpital Humbert de Marseille,hopital,+33 4 81 08 33 41,contact459@sante-marseille.fr,Marseille,Provence-Alpes-Cote-d-Azur
C0460,District Sanitaire de Quimper,district_sanitaire,+33 2 57 50 03 74,contact460@sante-quimper.fr,Quimper,Bretagne
C0461,District Sanitaire de Lille,district_sanitaire,+33 3 20 69 44 94,contact461@sante-lille.fr,Lille,Hauts-de-France
C0462,Hôpital Legrand de Mâcon,hopital,05 40 64 41 95,contact462@sante-mâcon.fr,Mâcon,Bourgogne-Franche-Comté
C0463,District Sanitaire de Lyon,district_sanitaire,+33 (0)3 60 62 52 48,contact463@sante-lyon.fr,Lyon,Auvergne-Rhône-Alpes
C0464,Hôpital Coulon de Limoges,hopital,+33 5 40 25 39 41,contact464@sante-limoges.fr,Limoges,Nouvelle-Aquitaine
C0465,Clinique Alençon 465,clinique,+33 (0)3 20 98 15 23,contact465@sante-alençon.fr,Alençon,Normandie
C0466,Clinique Metz 466,clinique,+33 (0)5 54 48 76 80,contact466@sante-metz.fr,Metz,Grand Est
C0467,Clinique Clermont-Ferrand 467,clinique,0221106697,contact467@sante-clermont-ferrand.fr,Clermont-Ferrand,Auvergne-Rhône-Alpes
C0468,Hôpital Tanguy de La Roche-sur-Yon,hopital,+33 6 28 52 67 88,contact468@sante-la-roche-sur-yon.fr,La Roche-sur-Yon,Pays de la Loire
C0469,Clinique Besançon 469,clinique,02 23 85 65 05,contact469@sante-besançon.fr,Besançon,Bourgogne-Franche-Comté
C0470,District Sanitaire de Orléans,district_sanitaire,+33 (0)6 34 19 98 06,contact470@sante-orléans.fr,Orléans,Centre-Val de Loire
C0471,Hôpital Wagner de Orléans,hopital,03 25 58 48 79,contact471@sante-orléans.fr,Orléans,Centre-Val de Loire
C0472,Clinique Aix-en-Provence 472,clinique,0178799561,contact472@sante-aix-en-provence.fr,Aix-en-Provence,Provence-Alpes-Cote-d-Azur
C0473,Hôpital Pereira de Lorient,hopital,+33 (0)5 17 06 06 72,contact473@sante-lorient.fr,Lorient,Bretagne
C0474,District Sanitaire de Orléans,district_sanitaire,01 70 87 11 16,contact474@sante-orléans.fr,Orléans,Centre-Val de Loire
C0475,Clinique Bordeaux 475,clinique,04 83 74 84 70,contact475@sante-bordeaux.fr,Bordeaux,Nouvelle-Aquitaine
C0476,District Sanitaire de Toulon,district_sanitaire,+33 (0)1 56 54 72 74,contact476@sante-toulon.fr,Toulon,Provence-Alpes-Cote-d-Azur
C0477,Hôpital Launay de Annecy,hopital,+33 4 85 35 36 95,contact477@sante-annecy.fr,Annecy,Auvergne-Rhône-Alpes
C0478,District Sanitaire de Montpellier,district_sanitaire,0379114232,contact478@sante-montpellier.fr,Montpellier,Occitanie
C0479,Clinique Cherbourg 479,clinique,+33 (0)5 86 65 89 67,contact479@sante-cherbourg.fr,Cherbourg,Normandie
C0480,District Sanitaire de Paris,district_sanitaire,+33 2 19 14 70 06,contact480@sante-paris.fr,Paris,Île-de-France
C0481,District Sanitaire de Valenciennes,district_sanitaire,03 60 05 64 39,contact481@sante-valenciennes.fr,Valenciennes,Hauts-de-France
C0482,Hôpital Dumont de Orléans,hopital,+33 5 61 51 47 11,contact482@sante-orléans.fr,Orléans,Centre-Val de Loire
C0483,Hôpital Gay de Strasbourg,hopital,+33 2 53 04 90 98,contact483@sante-strasbourg.fr,Strasbourg,Grand Est
C0484,District Sanitaire de Caen,district_sanitaire,+33 (0)1 45 14 36 24,contact484@sante-caen.fr,Caen,Normandie
C0485,Clinique Marseille 485,clinique,0296890812,contact485@sante-marseille.fr,Marseille,Provence-Alpes-Cote-d-Azur
C0486,Hôpital Dupont de Bayonne,hopital,0221677568,contact486@sante-bayonne.fr,Bayonne,Nouvelle-Aquitaine
C0487,District Sanitaire de Cherbourg,district_sanitaire,0252520321,contact487@sante-cherbourg.fr,Cherbourg,Normandie
C0488,Clinique Quimper 488,clinique,02 55 44 15 36,contact488@sante-quimper.fr,Quimper,Bretagne
C0489,District Sanitaire de Besançon,district_sanitaire,+33 3 87 79 77 53,contact489@sante-besançon.fr,Besançon,Bourgogne-Franche-Comté
C0490,District Sanitaire de Dijon,district_sanitaire,02 78 86 40 06,contact490@sante-dijon.fr,Dijon,Bourgogne-Franche-Comté
C0491,Hôpital Samson de Belfort,hopital,0363450631,contact491@sante-belfort.fr,Belfort,Bourgogne-Franche-Comté
C0492,Hôpital Diaz de Saint-Étienne,hopital,03 65 81 16 36,contact492@sante-saint-étienne.fr,Saint-Étienne,Auvergne-Rhône-Alpes
C0493,District Sanitaire de Clermont-Ferrand,district_sanitaire,04 11 28 32 93,contact493@sante-clermont-ferrand.fr,Clermont-Ferrand,Auvergne-Rhône-Alpes
C0494,Clinique Alençon 494,clinique,04 50 34 15 80,contact494@sante-alençon.fr,Alençon,Normandie
C0495,District Sanitaire de Strasbourg,district_sanitaire,0148245404,contact495@sante-strasbourg.fr,Strasbourg,Grand Est
C0496,Clinique Dunkerque 496,clinique,05 54 37 50 16,contact496@sante-dunkerque.fr,Dunkerque,Hauts-de-France
C0497,District Sanitaire de Nîmes,district_sanitaire,+33 7 68 17 93 12,contact497@sante-nîmes.fr,Nîmes,Occitanie
C0498,Hôpital Auger de Aix-en-Provence,hopital,+33 4 74 26 50 22,contact498@sante-aix-en-provence.fr,Aix-en-Provence,Provence-Alpes-Cote-d-Azur
C0499,District Sanitaire de Chartres,district_sanitaire,0345370640,contact499@sante-chartres.fr,Chartres,Centre-Val de Loire
C0500,District Sanitaire de Marseille,district_sanitaire,+33 (0)4 93 78 73 73,contact500@sante-marseille.fr,Marseille,Provence-Alpes-Cote-d-Azur
