id_ligne,id_commande,code_produit,numero_lot,quantite_commandee,quantite_livree,taux_satisfaction,montant
39001,7119,SI00020,LOT50538,171,120,0.7018,3723661.2
39002,7119,SI00002,LOT27601,387,338,0.8734,13736671.52
39003,7119,AP00009,LOT52622,95,75,0.7895,3095829.75
39004,7119,MN00003,LOT89482,59,56,0.9492,2672392.8
39005,7119,SI00007,LOT81511,210,153,0.7286,2537076.6
39006,7119,MC00022,LOT11607,78,56,0.7179,1128485.68
39007,7119,CA00015,LOT88172,58,56,0.9655,640516.24
39008,7120,MC00020,LOT49618,244,243,0.9959,10567805.13
39009,7120,MN00005,LOT92345,231,180,0.7792,8343406.8
39010,7120,MN00003,LOT89482,84,75,0.8929,1521428.25
39011,7121,MN00009,LOT54396,153,115,0.7516,2915529.45
39012,7121,MM00011,LOT23154,393,369,0.9389,7776579.06
39013,7121,AP00021,LOT79531,395,306,0.7747,12316790.7
39014,7121,MM00014,LOT92155,291,256,0.8797,6481011.2
39015,7121,TU00019,LOT16590,276,199,0.721,326157.02
39016,7121,MC00015,LOT58368,53,44,0.8302,1656037.68
39017,7122,SI00015,LOT53404,484,474,0.9793,5752938.0
39018,7122,TU00021,LOT16826,365,330,0.9041,15962499.3
39019,7122,CA00010,LOT14207,192,189,0.9844,3491519.85
39020,7122,CA00013,LOT66155,381,367,0.9633,3116145.62
39021,7122,AP00017,LOT82910,440,351,0.7977,8673424.11
39022,7123,MN00001,LOT73335,241,198,0.8216,1203707.34
39023,7123,MN00007,LOT33021,423,356,0.8416,14696235.36
39024,7123,PA00011,LOT16630,481,365,0.7588,10446920.5
39025,7123,MC00003,LOT85470,207,178,0.8599,5476066.76
39026,7123,AP00017,LOT82910,499,410,0.8216,1905032.2
39027,7124,MM00004,LOT82255,220,178,0.8091,2488297.6
39028,7124,AP00009,LOT52622,317,303,0.9558,5934036.84
39029,7124,PP00013,LOT89129,470,370,0.7872,16517676.9
39030,7124,AP00022,LOT52517,91,66,0.7253,2454569.04
39031,7124,MN00018,LOT57537,197,193,0.9797,8204563.17
39032,7125,MN00011,LOT69609,441,383,0.8685,14773960.73
39033,7125,PP00012,LOT75597,490,437,0.8918,14233325.98
39034,7125,PP00019,LOT77449,161,135,0.8385,6730218.45
39035,7125,PP00010,LOT28643,275,233,0.8473,6248729.14
39036,7125,MM00004,LOT82255,82,64,0.7805,2162037.76
39037,7126,MN00006,LOT85965,188,149,0.7926,3060740.12
39038,7126,AP00017,LOT82910,315,242,0.7683,11323063.84
39039,7126,TU00006,LOT65724,498,401,0.8052,9070748.32
39040,7126,PP00006,LOT44687,177,137,0.774,841751.29
39041,7126,PP00003,LOT42530,53,47,0.8868,76850.64
39042,7127,MC00017,LOT35242,124,94,0.7581,3749229.48
39043,7127,MM00010,LOT96991,144,104,0.7222,1820849.68
39044,7127,SI00008,LOT50404,298,271,0.9094,2946203.6
39045,7128,AP00005,LOT69245,333,265,0.7958,6439224.4
39046,7128,PP00021,LOT36680,276,207,0.75,6897732.66
39047,7128,PP00007,LOT63545,60,51,0.85,178419.42
39048,7128,PP00014,LOT86955,128,99,0.7734,3662608.95
39049,7129,CA00002,LOT30926,136,122,0.8971,962622.7
39050,7129,PA00005,LOT77391,375,287,0.7653,1271955.3
39051,7129,AP00009,LOT52622,367,365,0.9946,5268136.25
39052,7129,TU00002,LOT32241,152,118,0.7763,3230203.98
39053,7129,PP00013,LOT89129,364,291,0.7995,5479692.96
39054,7129,PA00010,LOT70637,314,239,0.7611,6620044.27
39055,7129,SI00009,LOT56357,319,235,0.7367,639568.95
39056,7130,PP00001,LOT43092,448,366,0.817,10906177.8
39057,7130,MC00014,LOT22196,71,53,0.7465,1187351.58
39058,7130,AP00012,LOT22463,226,187,0.8274,5133920.44
39059,7130,SI00001,LOT90173,304,285,0.9375,367675.65
39060,7130,SI00008,LOT50404,134,127,0.9478,3913538.02
39061,7130,PA00008,LOT98259,337,272,0.8071,8701677.12
39062,7130,MN00009,LOT54396,127,121,0.9528,2670038.03
39063,7130,CA00017,LOT94012,281,278,0.9893,460053.86
39064,7131,PP00013,LOT89129,112,100,0.8929,1547496.0
39065,7131,MC00002,LOT31992,410,400,0.9756,12002292.0
39066,7131,SI00010,LOT33206,441,315,0.7143,12309437.7
39067,7131,MC00007,LOT30052,315,294,0.9333,11281241.58
39068,7131,PP00007,LOT63545,278,220,0.7914,4002020.0
39069,7132,SI00006,LOT67912,431,308,0.7146,6666204.16
39070,7132,SI00005,LOT15778,176,165,0.9375,5672704.95
39071,7132,MM00013,LOT62098,212,182,0.8585,7496237.84
39072,7132,MN00005,LOT92345,83,75,0.9036,2606538.0
39073,7132,TU00006,LOT65724,112,88,0.7857,334605.04
39074,7132,SI00011,LOT97806,240,210,0.875,2243402.7
39075,7133,MM00013,LOT62098,485,431,0.8887,1428420.2
39076,7133,CA00015,LOT88172,293,215,0.7338,6712398.9
39077,7133,PA00022,LOT19016,363,362,0.9972,11082640.86
39078,7133,AP00022,LOT52517,462,356,0.7706,17006661.12
39079,7133,MN00006,LOT85965,276,199,0.721,4295689.62
39080,7134,TU00019,LOT16590,54,38,0.7037,900497.02
39081,7134,PA00008,LOT98259,419,339,0.8091,14653556.37
39082,7134,AP00007,LOT65872,273,232,0.8498,7315147.92
39083,7134,CA00008,LOT89840,253,241,0.9526,7590598.66
39084,7134,PP00014,LOT86955,482,438,0.9087,12022666.38
39085,7135,PA00001,LOT79163,403,353,0.8759,17352166.84
39086,7135,CA00011,LOT51245,164,143,0.872,1108647.54
39087,7135,CA00007,LOT31319,444,385,0.8671,6328225.75
39088,7135,CA00012,LOT28726,239,202,0.8452,5326121.88
39089,7135,AP00003,LOT52437,361,271,0.7507,1749852.42
39090,7135,MC00007,LOT30052,281,214,0.7616,1357857.82
39091,7135,MN00012,LOT24201,172,139,0.8081,1133431.02
39092,7135,PP00009,LOT96662,388,274,0.7062,9688524.92
39093,7136,MM00001,LOT82199,368,266,0.7228,9253451.06
39094,7136,PA00018,LOT87924,365,364,0.9973,10712934.96
39095,7136,AP00009,LOT52622,204,142,0.6961,4684571.48
39096,7136,TU00006,LOT65724,111,97,0.8739,4056963.89
39097,7136,PA00020,LOT27154,263,196,0.7452,8174015.36
39098,7136,MN00008,LOT75771,473,470,0.9937,23446264.9
39099,7136,CA00018,LOT75612,125,112,0.896,1423078.72
39100,7137,PP00021,LOT36680,156,142,0.9103,640330.54
39101,7137,MM00018,LOT99364,253,200,0.7905,9079936.0
39102,7137,SI00004,LOT76244,101,71,0.703,3197146.33
39103,7137,SI00003,LOT89276,81,63,0.7778,1263945.69
39104,7137,TU00016,LOT73993,102,72,0.7059,2116041.12
39105,7137,PP00014,LOT86955,320,300,0.9375,7596123.0
39106,7137,MM00009,LOT15720,191,160,0.8377,4802998.4
39107,7137,PA00020,LOT27154,300,243,0.81,11582755.38
39108,7138,PP00018,LOT14809,91,86,0.9451,1958613.02
39109,7138,CA00005,LOT48427,388,290,0.7474,6478368.0
39110,7138,TU00015,LOT61116,302,250,0.8278,6933467.5
39111,7138,PP00020,LOT77952,205,147,0.7171,4958618.7
39112,7138,AP00013,LOT72163,326,274,0.8405,1338624.26
39113,7138,MM00001,LOT82199,253,199,0.7866,5125318.63
39114,7139,SI00014,LOT46585,306,95,0.3105,4059764.2
39115,7139,TU00021,LOT16826,393,124,0.3155,2169625.52
39116,7139,CA00010,LOT14207,496,144,0.2903,1898952.48
39117,7139,AP00014,LOT27054,229,82,0.3581,2960981.46
39118,7139,SI00019,LOT91678,465,181,0.3892,7687500.78
39119,7139,PP00011,LOT47828,309,38,0.123,235037.22
39120,7139,MN00003,LOT89482,50,16,0.32,260579.36
39121,7140,CA00013,LOT66155,73,54,0.7397,1153066.86
39122,7140,AP00013,LOT72163,287,218,0.7596,5223729.08
39123,7140,MC00006,LOT11658,217,214,0.9862,6575488.12
39124,7141,PA00004,LOT92719,441,341,0.7732,5453878.98
39125,7141,MM00008,LOT52176,152,113,0.7434,609432.73
39126,7141,PP00018,LOT14809,335,308,0.9194,4212596.08
39127,7141,MC00008,LOT80539,454,412,0.9075,16789552.08
39128,7142,PP00004,LOT39581,243,219,0.9012,2097470.31
39129,7142,MN00005,LOT92345,244,205,0.8402,9180970.1
39130,7142,SI00021,LOT65108,90,63,0.7,2421874.35
39131,7142,CA00020,LOT10074,181,150,0.8287,1265034.0
39132,7142,MN00012,LOT24201,176,152,0.8636,3049653.52
39133,7142,MC00022,LOT11607,249,211,0.8474,4640157.97
39134,7143,SI00007,LOT81511,166,163,0.9819,4317343.51
39135,7143,CA00014,LOT21915,311,302,0.9711,1607316.48
39136,7143,TU00006,LOT65724,483,418,0.8654,8529369.42
39137,7143,PP00016,LOT21959,137,106,0.7737,1719931.62
39138,7144,MN00005,LOT92345,68,59,0.8676,2851568.53
39139,7144,MM00019,LOT99539,424,401,0.9458,2914548.2
39140,7144,SI00017,LOT89457,168,162,0.9643,3115699.02
39141,7144,MM00017,LOT48452,426,425,0.9977,9795051.5
39142,7144,CA00022,LOT19071,340,299,0.8794,6728292.35
39143,7144,PP00001,LOT43092,279,277,0.9928,10646666.74
39144,7144,CA00017,LOT94012,191,173,0.9058,7133630.78
39145,7145,AP00021,LOT79531,362,266,0.7348,9788579.22
39146,7145,MN00013,LOT89964,64,57,0.8906,1156220.49
39147,7145,CA00021,LOT41385,56,51,0.9107,1065891.84
39148,7145,MC00020,LOT49618,436,403,0.9243,3506438.52
39149,7145,AP00022,LOT52517,436,306,0.7018,15001582.68
39150,7146,AP00009,LOT52622,357,356,0.9972,3087363.72
39151,7146,PA00003,LOT54313,392,383,0.977,10222358.09
39152,7146,PA00008,LOT98259,492,421,0.8557,18020829.22
39153,7147,CA00003,LOT23396,219,182,0.8311,8825154.52
39154,7147,CA00009,LOT93886,383,272,0.7102,10135933.12
39155,7147,TU00022,LOT14067,391,279,0.7136,2274982.74
39156,7148,TU00022,LOT14067,169,151,0.8935,188259.25
39157,7148,MC00002,LOT31992,263,212,0.8061,10520324.04
39158,7148,PA00019,LOT51467,427,301,0.7049,9503123.84
39159,7148,MM00014,LOT92155,230,167,0.7261,1744826.02
39160,7148,TU00002,LOT32241,297,295,0.9933,12514484.1
39161,7148,MC00022,LOT11607,287,263,0.9164,8580125.15
39162,7148,SI00001,LOT90173,230,219,0.9522,7882160.4
39163,7148,MC00016,LOT53357,102,96,0.9412,3526243.2
39164,7149,MM00008,LOT52176,423,376,0.8889,11682380.16
39165,7149,PP00001,LOT43092,411,402,0.9781,8251705.26
39166,7149,SI00008,LOT50404,454,395,0.87,9193214.2
39167,7149,CA00005,LOT48427,324,254,0.784,8892606.04
39168,7150,SI00001,LOT90173,122,120,0.9836,5959537.2
39169,7150,AP00016,LOT23579,351,250,0.7123,1454482.5
39170,7150,MN00009,LOT54396,319,282,0.884,9526512.72
39171,7150,PP00005,LOT50026,87,62,0.7126,1487444.48
39172,7151,PP00014,LOT86955,94,88,0.9362,2698226.96
39173,7151,TU00018,LOT83975,201,164,0.8159,6939066.32
39174,7151,MC00005,LOT15383,109,78,0.7156,1694248.92
39175,7151,PA00005,LOT77391,168,128,0.7619,1664546.56
39176,7151,TU00017,LOT31632,447,397,0.8881,9994300.32
39177,7152,PA00020,LOT27154,193,152,0.7876,6777424.64
39178,7152,AP00019,LOT45818,232,163,0.7026,3905180.08
39179,7152,AP00009,LOT52622,225,181,0.8044,5285771.96
39180,7152,TU00002,LOT32241,195,142,0.7282,3934145.5
39181,7152,TU00015,LOT61116,457,368,0.8053,899097.6
39182,7152,MM00004,LOT82255,128,123,0.9609,4783639.74
39183,7153,PP00012,LOT75597,123,106,0.8618,4734452.9
39184,7153,CA00007,LOT31319,206,181,0.8786,7586095.53
39185,7153,SI00021,LOT65108,254,181,0.7126,7576377.64
39186,7153,MC00007,LOT30052,458,368,0.8035,14883682.72
39187,7153,CA00011,LOT51245,455,348,0.7648,4104701.76
39188,7154,CA00008,LOT89840,307,288,0.9381,7614731.52
39189,7154,AP00021,LOT79531,166,124,0.747,3360790.6
39190,7154,MM00017,LOT48452,469,395,0.8422,13135744.75
39191,7154,CA00011,LOT51245,113,103,0.9115,819289.81
39192,7155,PA00011,LOT16630,364,337,0.9258,4696903.8
39193,7155,CA00009,LOT93886,408,315,0.7721,15616959.75
39194,7155,AP00003,LOT52437,422,419,0.9929,13381087.63
39195,7155,TU00012,LOT29769,417,296,0.7098,10724343.44
39196,7155,MM00016,LOT68153,480,355,0.7396,1053959.5
39197,7156,MM00003,LOT76698,361,351,0.9723,2836732.86
39198,7156,PP00008,LOT47056,291,276,0.9485,7096669.32
39199,7156,MC00001,LOT72070,234,168,0.7179,2485412.16
39200,7156,PA00021,LOT70068,300,222,0.74,223669.44
39201,7157,SI00001,LOT90173,245,231,0.9429,8287018.74
39202,7157,MC00018,LOT35105,245,210,0.8571,8675175.6
39203,7157,AP00020,LOT96159,459,362,0.7887,1069974.26
39204,7157,SI00010,LOT33206,328,302,0.9207,4382805.2
39205,7157,CA00014,LOT21915,356,263,0.7388,10654666.52
39206,7158,MN00011,LOT69609,321,68,0.2118,1817217.72
39207,7158,TU00020,LOT46471,208,96,0.4615,4041236.16
39208,7158,MM00007,LOT68529,167,74,0.4431,1229358.3
39209,7158,TU00013,LOT63424,220,88,0.4,3930996.96
39210,7159,MC00001,LOT72070,71,54,0.7606,2558637.72
39211,7159,MM00014,LOT92155,408,326,0.799,9155123.2
39212,7159,MC00015,LOT58368,420,352,0.8381,9713249.92
39213,7159,MC00021,LOT82529,294,214,0.7279,4955550.92
39214,7160,MN00009,LOT54396,73,65,0.8904,437372.65
39215,7160,AP00003,LOT52437,193,144,0.7461,6127313.76
39216,7160,SI00005,LOT15778,125,118,0.944,4496656.68
39217,7160,AP00006,LOT49535,459,416,0.9063,1779036.48
39218,7160,MN00018,LOT57537,454,326,0.7181,16055219.64
39219,7160,PA00010,LOT70637,288,258,0.8958,2301808.92
39220,7160,PP00013,LOT89129,289,215,0.7439,4594668.25
39221,7160,SI00009,LOT56357,170,129,0.7588,4092937.8
39222,7161,PA00014,LOT96752,465,358,0.7699,6173266.08
39223,7161,CA00006,LOT47930,330,250,0.7576,1166665.0
39224,7161,TU00010,LOT93579,302,290,0.9603,14145376.4
39225,7161,MM00004,LOT82255,486,435,0.8951,18730212.6
39226,7161,TU00014,LOT61049,238,215,0.9034,10443569.1
39227,7161,PP00006,LOT44687,485,421,0.868,2992960.57
39228,7161,MC00015,LOT58368,136,111,0.8162,5151395.67
39229,7161,SI00006,LOT67912,95,74,0.7789,142841.46
39230,7162,TU00015,LOT61116,435,327,0.7517,9317930.4
39231,7162,MM00012,LOT63736,83,69,0.8313,1091261.91
39232,7162,TU00003,LOT40784,245,197,0.8041,2302543.88
39233,7163,MC00009,LOT42177,460,386,0.8391,10550209.9
39234,7163,MM00016,LOT68153,387,288,0.7442,3379314.24
39235,7163,CA00006,LOT47930,106,82,0.7736,2876387.8
39236,7163,MM00005,LOT19150,367,289,0.7875,3390368.82
39237,7163,MC00016,LOT53357,277,221,0.7978,9126367.38
39238,7163,CA00021,LOT41385,235,217,0.9234,10601328.85
39239,7163,CA00001,LOT36062,263,244,0.9278,529755.72
39240,7164,PA00013,LOT44760,329,45,0.1368,1782635.4
39241,7164,MM00005,LOT19150,394,25,0.0635,244379.25
39242,7164,MM00010,LOT96991,298,86,0.2886,1886452.14
39243,7164,TU00021,LOT16826,290,141,0.4862,2067367.38
39244,7164,PP00018,LOT14809,126,22,0.1746,626068.52
39245,7164,MN00010,LOT83048,339,68,0.2006,1067189.96
39246,7165,PP00015,LOT71669,403,300,0.7444,7459185.0
39247,7165,AP00014,LOT27054,311,270,0.8682,9021007.8
39248,7165,CA00020,LOT10074,350,325,0.9286,16075894.25
39249,7165,MC00008,LOT80539,416,357,0.8582,2424179.94
39250,7165,MM00020,LOT70236,311,304,0.9775,11781775.36
39251,7165,MM00013,LOT62098,162,144,0.8889,6224978.88
39252,7165,PP00014,LOT86955,443,368,0.8307,15520900.48
39253,7166,PP00012,LOT75597,434,329,0.7581,758516.08
39254,7166,MC00007,LOT30052,419,293,0.6993,14266331.15
39255,7166,CA00001,LOT36062,188,167,0.8883,6018551.41
39256,7166,MM00008,LOT52176,495,465,0.9394,17559906.6
39257,7166,CA00014,LOT21915,90,86,0.9556,1637636.94
39258,7166,MN00009,LOT54396,366,286,0.7814,9950103.02
39259,7166,CA00004,LOT15695,314,288,0.9172,6790947.84
39260,7166,MM00013,LOT62098,116,98,0.8448,711579.96
39261,7167,MM00008,LOT52176,263,218,0.8289,2453467.92
39262,7167,CA00022,LOT19071,473,338,0.7146,1130075.96
39263,7167,MM00012,LOT63736,231,201,0.8701,2049436.2
39264,7167,CA00015,LOT88172,205,201,0.9805,2103368.52
39265,7167,MC00001,LOT72070,346,337,0.974,517278.15
39266,7167,PA00021,LOT70068,430,380,0.8837,14194026.0
39267,7167,PP00003,LOT42530,307,220,0.7166,7589786.6
39268,7168,SI00009,LOT56357,123,95,0.7724,155517.85
39269,7168,MC00018,LOT35105,141,100,0.7092,4862711.0
39270,7168,MC00008,LOT80539,384,352,0.9167,13033511.04
39271,7169,TU00013,LOT63424,298,258,0.8658,10530347.4
39272,7169,CA00005,LOT48427,417,404,0.9688,9248561.92
39273,7169,CA00021,LOT41385,249,197,0.7912,8422735.0
39274,7169,PP00012,LOT75597,430,354,0.8233,17675407.62
39275,7169,PA00008,LOT98259,394,315,0.7995,6230873.25
39276,7169,MC00006,LOT11658,443,432,0.9752,12230753.76
39277,7169,PP00001,LOT43092,170,168,0.9882,5527300.8
39278,7170,AP00014,LOT27054,151,148,0.9801,7026508.68
39279,7170,CA00018,LOT75612,196,173,0.8827,1014402.8
39280,7170,MN00018,LOT57537,103,86,0.835,3977244.58
39281,7170,PA00011,LOT16630,144,129,0.8958,4178218.41
39282,7170,TU00002,LOT32241,225,217,0.9644,5723105.92
39283,7170,MM00016,LOT68153,446,401,0.8991,12243757.06
39284,7171,AP00017,LOT82910,479,442,0.9228,6255528.76
39285,7171,AP00006,LOT49535,64,51,0.7969,2457761.4
39286,7171,PP00021,LOT36680,188,150,0.7979,4206744.0
39287,7171,MN00020,LOT22015,365,312,0.8548,14228401.2
39288,7171,PA00001,LOT79163,474,422,0.8903,18043909.76
39289,7171,SI00006,LOT67912,452,374,0.8274,4657661.36
39290,7171,MM00015,LOT39817,160,115,0.7188,4662944.1
39291,7171,SI00009,LOT56357,150,143,0.9533,5955400.88
39292,7172,MN00004,LOT38705,322,257,0.7981,7706607.6
39293,7172,MM00002,LOT70482,80,73,0.9125,1045115.45
39294,7172,CA00003,LOT23396,310,283,0.9129,9435771.85
39295,7172,AP00004,LOT24896,382,363,0.9503,10147585.14
39296,7172,TU00021,LOT16826,82,70,0.8537,1822913.4
39297,7172,PP00018,LOT14809,394,369,0.9365,4838387.04
39298,7172,TU00010,LOT93579,218,175,0.8028,7093287.25
39299,7173,PP00012,LOT75597,491,374,0.7617,8140368.06
39300,7173,MN00019,LOT17936,162,130,0.8025,1926035.8
39301,7173,CA00020,LOT10074,291,247,0.8488,5918087.89
39302,7173,TU00004,LOT72277,101,81,0.802,3578911.29
39303,7174,PA00015,LOT81066,140,101,0.7214,2503783.94
39304,7174,PP00011,LOT47828,442,326,0.7376,7293366.54
39305,7174,MN00009,LOT54396,469,432,0.9211,20680241.76
39306,7174,CA00007,LOT31319,432,309,0.7153,14290869.93
39307,7174,PA00003,LOT54313,500,457,0.914,4383667.39
39308,7174,MM00006,LOT47072,424,349,0.8231,9492604.56
39309,7175,TU00005,LOT74799,145,138,0.9517,3283050.36
39310,7175,PP00001,LOT43092,441,373,0.8458,7173051.1
39311,7175,PP00021,LOT36680,395,358,0.9063,14056945.18
39312,7175,PP00016,LOT21959,94,87,0.9255,2001696.87
39313,7175,MM00014,LOT92155,470,389,0.8277,17898395.7
39314,7176,AP00011,LOT66370,123,94,0.7642,2973494.48
39315,7176,MN00018,LOT57537,361,267,0.7396,11320874.76
39316,7176,MC00021,LOT82529,428,352,0.8224,9596871.68
39317,7176,PA00010,LOT70637,489,349,0.7137,3815613.51
39318,7176,PP00019,LOT77449,429,399,0.9301,9358146.0
39319,7176,MM00012,LOT63736,99,69,0.697,2904643.32
39320,7176,AP00016,LOT23579,78,55,0.7051,1032794.4
39321,7177,SI00016,LOT15014,268,189,0.7052,4776678.27
39322,7177,TU00011,LOT47450,328,311,0.9482,8165410.74
39323,7177,AP00018,LOT83526,106,102,0.9623,218427.9
39324,7178,AP00004,LOT24896,491,484,0.9857,23308781.76
39325,7178,PA00014,LOT96752,80,57,0.7125,1979392.83
39326,7178,PP00007,LOT63545,88,64,0.7273,1669234.56
39327,7178,PA00021,LOT70068,250,209,0.836,1703851.6
39328,7178,AP00006,LOT49535,172,163,0.9477,543996.2
39329,7178,SI00019,LOT91678,63,53,0.8413,1000897.58
39330,7178,SI00013,LOT39219,90,72,0.8,2496297.6
39331,7179,MN00018,LOT57537,161,122,0.7578,3000781.54
39332,7179,PA00009,LOT42591,130,128,0.9846,3185875.2
39333,7179,PP00005,LOT50026,166,141,0.8494,5402506.65
39334,7179,PA00016,LOT79615,130,91,0.7,843930.36
39335,7180,CA00012,LOT28726,52,43,0.8269,1261226.12
39336,7180,MN00014,LOT95097,445,408,0.9169,15667273.44
39337,7180,PP00020,LOT77952,84,72,0.8571,1209430.08
39338,7180,TU00001,LOT95813,109,81,0.7431,534412.08
39339,7180,TU00002,LOT32241,423,315,0.7447,2684086.65
39340,7180,PA00010,LOT70637,396,328,0.8283,8712936.24
39341,7180,MM00010,LOT96991,109,82,0.7523,852724.56
39342,7180,AP00017,LOT82910,184,172,0.9348,5969987.56
39343,7181,CA00008,LOT89840,101,89,0.8812,2348366.46
39344,7181,CA00015,LOT88172,443,396,0.8939,16659664.56
39345,7181,MM00018,LOT99364,497,485,0.9759,18911139.4
39346,7181,CA00011,LOT51245,269,242,0.8996,3163298.16
39347,7181,MC00011,LOT37802,224,223,0.9955,3135538.33
39348,7181,MM00005,LOT19150,234,200,0.8547,5301032.0
39349,7181,SI00004,LOT76244,286,272,0.951,6752788.96
39350,7182,MM00021,LOT98815,362,304,0.8398,421845.6
39351,7182,MN00005,LOT92345,172,150,0.8721,6113826.0
39352,7182,MN00013,LOT89964,340,316,0.9294,6461492.16
39353,7182,CA00009,LOT93886,478,350,0.7322,12075630.0
39354,7182,PA00006,LOT85525,412,391,0.949,18685264.4
39355,7182,SI00018,LOT10221,435,404,0.9287,5017518.4
39356,7183,PA00009,LOT42591,367,277,0.7548,10717055.21
39357,7183,AP00017,LOT82910,273,212,0.7766,7836274.72
39358,7183,MC00005,LOT15383,411,344,0.837,14004983.04
39359,7183,MC00017,LOT35242,389,296,0.7609,8483129.12
39360,7184,SI00019,LOT91678,414,307,0.7415,5310424.6
39361,7184,CA00011,LOT51245,138,135,0.9783,5474713.05
39362,7184,MN00017,LOT46666,317,244,0.7697,607779.6
39363,7184,MN00012,LOT24201,140,125,0.8929,1929466.25
39364,7184,AP00018,LOT83526,418,372,0.89,12406397.16
39365,7184,AP00015,LOT56346,466,395,0.8476,10852925.2
39366,7184,MN00001,LOT73335,499,433,0.8677,2757231.42
39367,7185,MN00004,LOT38705,254,232,0.9134,8442628.48
39368,7185,MC00007,LOT30052,499,382,0.7655,5177425.54
39369,7185,TU00002,LOT32241,353,247,0.6997,11808111.64
39370,7185,CA00022,LOT19071,466,400,0.8584,2246368.0
39371,7185,TU00022,LOT14067,413,339,0.8208,10719685.11
39372,7185,MC00015,LOT58368,163,135,0.8282,1235102.85
39373,7185,TU00012,LOT29769,66,63,0.9545,2018964.15
39374,7186,MM00006,LOT47072,422,316,0.7488,3789045.4
39375,7186,MM00003,LOT76698,339,313,0.9233,5572310.83
39376,7186,MN00018,LOT57537,323,292,0.904,6547425.48
39377,7187,MM00008,LOT52176,375,286,0.7627,11637437.24
39378,7187,MN00007,LOT33021,142,129,0.9085,510047.94
39379,7187,MC00017,LOT35242,94,73,0.7766,1920873.09
39380,7187,MM00011,LOT23154,123,96,0.7805,2231374.08
39381,7188,PA00012,LOT73092,80,77,0.9625,283870.51
39382,7188,AP00008,LOT52219,431,370,0.8585,18038536.0
39383,7188,SI00013,LOT39219,255,196,0.7686,6654168.64
39384,7188,MN00001,LOT73335,337,331,0.9822,16112739.07
39385,7188,MN00020,LOT22015,408,310,0.7598,2678889.8
39386,7188,MM00013,LOT62098,315,305,0.9683,14324514.1
39387,7189,AP00018,LOT83526,303,268,0.8845,7065589.52
39388,7189,TU00021,LOT16826,291,250,0.8591,1258912.5
39389,7189,PP00001,LOT43092,124,121,0.9758,1902472.11
39390,7189,MC00021,LOT82529,461,447,0.9696,9611586.21
39391,7189,AP00021,LOT79531,179,157,0.8771,6915685.15
39392,7189,MC00014,LOT22196,456,351,0.7697,8557330.86
39393,7189,TU00007,LOT83060,406,327,0.8054,11246148.03
39394,7190,PA00020,LOT27154,203,196,0.9655,2920068.76
39395,7190,MN00014,LOT95097,323,234,0.7245,1698765.12
39396,7190,MM00001,LOT82199,442,428,0.9683,16502027.92
39397,7190,CA00019,LOT89818,385,361,0.9377,3052731.52
39398,7190,MC00002,LOT31992,388,367,0.9459,17837378.07
39399,7190,CA00007,LOT31319,137,114,0.8321,3434856.48
39400,7190,MC00016,LOT53357,326,245,0.7515,4488787.1
39401,7190,SI00012,LOT71694,56,40,0.7143,981848.8
39402,7191,AP00021,LOT79531,463,376,0.8121,14393535.68
39403,7191,MN00015,LOT25220,350,249,0.7114,4950040.32
39404,7191,AP00016,LOT23579,60,49,0.8167,2176183.59
39405,7191,MM00007,LOT68529,169,163,0.9645,3248197.17
39406,7191,PA00012,LOT73092,216,170,0.787,824564.6
39407,7191,SI00010,LOT33206,291,213,0.732,6432442.38
39408,7191,MM00002,LOT70482,215,150,0.6977,1139128.5
39409,7192,PP00015,LOT71669,212,211,0.9953,2322135.18
39410,7192,SI00004,LOT76244,212,171,0.8066,2100817.08
39411,7192,CA00018,LOT75612,288,237,0.8229,4363757.76
39412,7192,PP00019,LOT77449,90,85,0.9444,2157099.4
39413,7192,MN00001,LOT73335,349,251,0.7192,8732666.5
39414,7192,PP00020,LOT77952,106,77,0.7264,1176729.4
39415,7192,TU00022,LOT14067,128,94,0.7344,4466579.2
39416,7193,PA00006,LOT85525,313,307,0.9808,4265043.55
39417,7193,PA00013,LOT44760,157,111,0.707,3287515.86
39418,7193,TU00011,LOT47450,266,224,0.8421,7848953.28
39419,7193,MC00012,LOT82848,83,62,0.747,1633223.84
39420,7193,TU00018,LOT83975,144,139,0.9653,5489183.67
39421,7193,PA00008,LOT98259,349,347,0.9943,6424174.09
39422,7193,MN00008,LOT75771,344,341,0.9913,16246201.62
39423,7194,MC00016,LOT53357,475,155,0.3263,5655474.15
39424,7194,PP00005,LOT50026,270,96,0.3556,2310291.84
39425,7194,MC00022,LOT11607,259,125,0.4826,1809587.5
39426,7194,TU00008,LOT83259,238,13,0.0546,393177.07
39427,7194,TU00021,LOT16826,426,58,0.1362,1013021.62
39428,7194,AP00012,LOT22463,108,47,0.4352,694940.12
39429,7194,SI00012,LOT71694,270,106,0.3926,1345998.6
39430,7194,MC00019,LOT88222,159,18,0.1132,587621.88
39431,7195,AP00011,LOT66370,103,76,0.7379,2354082.52
39432,7195,PA00021,LOT70068,446,319,0.7152,1330418.21
39433,7195,MC00010,LOT97580,268,267,0.9963,12038856.45
39434,7195,PA00011,LOT16630,250,227,0.908,11066901.49
39435,7196,PP00020,LOT77952,472,118,0.25,832285.86
39436,7196,SI00002,LOT27601,366,182,0.4973,4496188.06
39437,7196,SI00016,LOT15014,246,41,0.1667,2040796.32
39438,7196,PP00002,LOT92502,421,36,0.0855,996563.52
