id_commande,code_client,date_commande,mois,annee,type_commande,statut,date_approbation,date_livraison_prevue,date_livraison_effective
4597,C0097,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-17
4598,C0098,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-12,2023-10-17
4599,C0099,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-21
4600,C0100,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-17,2023-10-19
4601,C0101,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-12
4602,C0102,2023-10-03,10,2023,normale,approuvee,2023-10-06,2023-10-09,
4603,C0103,2023-10-03,10,2023,urgente,livree,2023-10-06,2023-10-10,2023-10-13
4604,C0104,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-13,2023-10-13
4605,C0105,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-18,2023-10-19
4606,C0106,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-12,2023-10-17
4607,C0107,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-11,2023-10-13
4608,C0108,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-11,2023-10-11
4609,C0109,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-16,2023-10-18
4610,C0110,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-08,2023-10-07
4611,C0111,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-15
4612,C0112,2023-10-03,10,2023,normale,approuvee,2023-10-05,2023-10-12,
4613,C0113,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-13,2023-10-16
4614,C0114,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-09
4615,C0115,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-16
4616,C0116,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-18
4617,C0117,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-12
4618,C0118,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-18
4619,C0119,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-15,2023-10-15
4620,C0120,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-14,2023-10-16
4621,C0121,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-15
4622,C0122,2023-10-03,10,2023,normale,approuvee,2023-10-04,2023-10-11,
4623,C0123,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-14,2023-10-14
4624,C0124,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-20
4625,C0125,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-12,2023-10-11
4626,C0126,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-07,2023-10-09
4627,C0127,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-13,2023-10-14
4628,C0128,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-18
4629,C0129,2023-10-03,10,2023,normale,approuvee,2023-10-06,2023-10-09,
4630,C0130,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-08,2023-10-12
4631,C0131,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-17
4632,C0132,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-08,2023-10-07
4633,C0133,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-10,2023-10-15
4634,C0134,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-13,2023-10-12
4635,C0135,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-14,2023-10-17
4636,C0136,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-12,2023-10-14
4637,C0137,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-15,2023-10-17
4638,C0138,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-10,2023-10-11
4639,C0139,2023-10-03,10,2023,urgente,livree,2023-10-04,2023-10-11,2023-10-13
4640,C0140,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-15
4641,C0141,2023-10-03,10,2023,normale,approuvee,2023-10-04,2023-10-12,
4642,C0142,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-13,2023-10-16
4643,C0143,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-07
4644,C0144,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-14,2023-10-14
4645,C0145,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-12,2023-10-14
4646,C0146,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-07,2023-10-05
4647,C0147,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-13,2023-10-14
4648,C0148,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-10,2023-10-10
4649,C0149,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-15
4650,C0150,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-10,2023-10-14
4651,C0151,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-18,2023-10-23
4652,C0152,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-17
4653,C0153,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-12
4654,C0154,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-13
4655,C0155,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-08,2023-10-09
4656,C0156,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-09,2023-10-10
4657,C0157,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-08,2023-10-08
4658,C0158,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-13,2023-10-16
4659,C0159,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-18
4660,C0160,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-13,2023-10-17
4661,C0161,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-17
4662,C0162,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-08,2023-10-11
4663,C0163,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-19
4664,C0164,2023-10-03,10,2023,normale,approuvee,2023-10-08,2023-10-17,
4665,C0165,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-13,2023-10-14
4666,C0166,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-07,2023-10-09
4667,C0167,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-17
4668,C0168,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-14
4669,C0169,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-10,2023-10-14
4670,C0170,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-09,2023-10-08
4671,C0171,2023-10-03,10,2023,normale,approuvee,2023-10-07,2023-10-11,
4672,C0172,2023-10-03,10,2023,normale,approuvee,2023-10-04,2023-10-08,
4673,C0173,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-15
4674,C0174,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-15
4675,C0175,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-17,2023-10-20
4676,C0176,2023-10-03,10,2023,urgente,livree,2023-10-04,2023-10-09,2023-10-10
4677,C0177,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-09,2023-10-11
4678,C0178,2023-10-03,10,2023,normale,approuvee,2023-10-06,2023-10-09,
4679,C0179,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-18,2023-10-23
4680,C0180,2023-10-03,10,2023,normale,approuvee,2023-10-07,2023-10-16,
4681,C0181,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-17,2023-10-22
4682,C0182,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-11
4683,C0183,2023-10-03,10,2023,urgente,livree,2023-10-06,2023-10-14,2023-10-19
4684,C0184,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-12,2023-10-14
4685,C0185,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-13,2023-10-13
4686,C0186,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-15,2023-10-13
4687,C0187,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-10,2023-10-10
4688,C0188,2023-10-03,10,2023,normale,approuvee,2023-10-06,2023-10-14,
4689,C0189,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-10,2023-10-12
4690,C0190,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-14
4691,C0191,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-10,2023-10-14
4692,C0192,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-17
4693,C0193,2023-10-03,10,2023,urgente,livree,2023-10-06,2023-10-10,2023-10-13
4694,C0194,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-16
4695,C0195,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-14,2023-10-19
4696,C0196,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-13,2023-10-17
4697,C0197,2023-10-03,10,2023,normale,approuvee,2023-10-04,2023-10-13,
4698,C0198,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-14,2023-10-15
4699,C0199,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-17,2023-10-21
4700,C0200,2023-10-03,10,2023,normale,approuvee,2023-10-07,2023-10-16,
4701,C0201,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-10,2023-10-15
4702,C0202,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-16
4703,C0203,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-10,2023-10-10
4704,C0204,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-13,2023-10-13
4705,C0205,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-21
4706,C0206,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-21
4707,C0207,2023-10-03,10,2023,urgente,livree,2023-10-04,2023-10-08,2023-10-10
4708,C0208,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-14
4709,C0209,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-08,2023-10-10
4710,C0210,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-08,2023-10-12
4711,C0211,2023-10-03,10,2023,normale,approuvee,2023-10-08,2023-10-14,
4712,C0212,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-14
4713,C0213,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-12,2023-10-13
4714,C0214,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-14,2023-10-16
4715,C0215,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-09,2023-10-12
4716,C0216,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-10,2023-10-15
4717,C0217,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-10,2023-10-13
4718,C0218,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-08,2023-10-11
4719,C0219,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-10
4720,C0220,2023-10-03,10,2023,normale,approuvee,2023-10-04,2023-10-13,
4721,C0221,2023-10-03,10,2023,normale,approuvee,2023-10-08,2023-10-11,
4722,C0222,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-16
4723,C0223,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-16
4724,C0224,2023-10-03,10,2023,normale,approuvee,2023-10-06,2023-10-11,
4725,C0225,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-15,2023-10-13
4726,C0226,2023-10-03,10,2023,normale,approuvee,2023-10-08,2023-10-13,
4727,C0227,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-17,2023-10-18
4728,C0228,2023-10-03,10,2023,normale,approuvee,2023-10-05,2023-10-09,
4729,C0229,2023-10-03,10,2023,urgente,livree,2023-10-06,2023-10-11,2023-10-09
4730,C0230,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-10,2023-10-15
4731,C0231,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-12,2023-10-13
4732,C0232,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-19
4733,C0233,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-10,2023-10-09
4734,C0234,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-12,2023-10-15
4735,C0235,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-13,2023-10-11
4736,C0236,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-14
4737,C0237,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-10,2023-10-14
4738,C0238,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-11,2023-10-11
4739,C0239,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-12
4740,C0240,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-13,2023-10-18
4741,C0241,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-07,2023-10-06
4742,C0242,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-18
4743,C0243,2023-10-03,10,2023,normale,approuvee,2023-10-05,2023-10-10,
4744,C0244,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-08,2023-10-10
4745,C0245,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-17
4746,C0246,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-11
4747,C0247,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-11,2023-10-14
4748,C0248,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-09
4749,C0249,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-14,2023-10-12
4750,C0250,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-12
4751,C0251,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-11,2023-10-11
4752,C0252,2023-10-03,10,2023,urgente,livree,2023-10-04,2023-10-13,2023-10-11
4753,C0253,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-20
4754,C0254,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-13
4755,C0255,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-12,2023-10-14
4756,C0256,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-17
4757,C0257,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-10
4758,C0258,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-09,2023-10-09
4759,C0259,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-14
4760,C0260,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-13,2023-10-13
4761,C0261,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-15,2023-10-15
4762,C0262,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-10,2023-10-12
4763,C0263,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-13,2023-10-16
4764,C0264,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-16
4765,C0265,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-14,2023-10-16
4766,C0266,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-12,2023-10-11
4767,C0267,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-19
4768,C0268,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-14
4769,C0269,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-13,2023-10-15
4770,C0270,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-16,2023-10-14
4771,C0271,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-17,2023-10-15
4772,C0272,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-15
4773,C0273,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-12,2023-10-13
4774,C0274,2023-10-03,10,2023,normale,approuvee,2023-10-07,2023-10-17,
4775,C0275,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-17,2023-10-19
4776,C0276,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-12,2023-10-12
4777,C0277,2023-10-03,10,2023,urgente,approuvee,2023-10-06,2023-10-10,
4778,C0278,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-15,2023-10-14
4779,C0279,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-14,2023-10-17
4780,C0280,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-17
4781,C0281,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-15,2023-10-17
4782,C0282,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-12,2023-10-17
4783,C0283,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-15
4784,C0284,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-12,2023-10-13
4785,C0285,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-13,2023-10-18
4786,C0286,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-17,2023-10-16
4787,C0287,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-11,2023-10-11
4788,C0288,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-15,2023-10-16
4789,C0289,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-11,2023-10-11
4790,C0290,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-11,2023-10-14
4791,C0291,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-13,2023-10-18
4792,C0292,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-11,2023-10-12
4793,C0293,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-11,2023-10-11
4794,C0294,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-13,2023-10-16
4795,C0295,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-09,2023-10-09
4796,C0296,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-11,2023-10-10
4797,C0297,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-16
4798,C0298,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-17,2023-10-19
4799,C0299,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-14,2023-10-13
4800,C0300,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-11,2023-10-11
4801,C0301,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-11,2023-10-15
4802,C0302,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-17,2023-10-16
4803,C0303,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-19
4804,C0304,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-10,2023-10-09
4805,C0305,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-12,2023-10-13
4806,C0306,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-11
4807,C0307,2023-10-03,10,2023,normale,approuvee,2023-10-08,2023-10-12,
4808,C0308,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-19
4809,C0309,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-10,2023-10-13
4810,C0310,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-20
4811,C0311,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-16
4812,C0312,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-12,2023-10-14
4813,C0313,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-19
4814,C0314,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-12,2023-10-10
4815,C0315,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-12,2023-10-11
4816,C0316,2023-10-03,10,2023,urgente,livree,2023-10-08,2023-10-11,2023-10-15
4817,C0317,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-09,2023-10-07
4818,C0318,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-08,2023-10-07
4819,C0319,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-15,2023-10-16
4820,C0320,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-15,2023-10-14
4821,C0321,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-07,2023-10-09
4822,C0322,2023-10-03,10,2023,normale,approuvee,2023-10-05,2023-10-12,
4823,C0323,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-12,2023-10-14
4824,C0324,2023-10-03,10,2023,normale,approuvee,2023-10-04,2023-10-11,
4825,C0325,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-10,2023-10-15
4826,C0326,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-10
4827,C0327,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-09,2023-10-12
4828,C0328,2023-10-03,10,2023,normale,approuvee,2023-10-05,2023-10-15,
4829,C0329,2023-10-03,10,2023,normale,approuvee,2023-10-07,2023-10-11,
4830,C0330,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-16,2023-10-14
4831,C0331,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-13,2023-10-12
4832,C0332,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-10,2023-10-08
4833,C0333,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-14,2023-10-14
4834,C0334,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-15,2023-10-13
4835,C0335,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-17
4836,C0336,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-19
4837,C0337,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-17
4838,C0338,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-14,2023-10-12
4839,C0339,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-07
4840,C0340,2023-10-03,10,2023,normale,approuvee,2023-10-05,2023-10-08,
4841,C0341,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-12,2023-10-12
4842,C0342,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-11,2023-10-10
4843,C0343,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-14,2023-10-16
4844,C0344,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-09,2023-10-14
4845,C0345,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-12,2023-10-16
4846,C0346,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-17,2023-10-18
4847,C0347,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-11,2023-10-15
4848,C0348,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-14
4849,C0349,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-13,2023-10-14
4850,C0350,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-16
4851,C0351,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-14,2023-10-16
4852,C0352,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-12,2023-10-11
4853,C0353,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-08,2023-10-07
4854,C0354,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-08,2023-10-09
4855,C0355,2023-10-03,10,2023,urgente,approuvee,2023-10-05,2023-10-10,
4856,C0356,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-09,2023-10-09
4857,C0357,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-12,2023-10-14
4858,C0358,2023-10-03,10,2023,urgente,livree,2023-10-05,2023-10-11,2023-10-15
4859,C0359,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-15,2023-10-19
4860,C0360,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-08,2023-10-12
4861,C0361,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-10
4862,C0362,2023-10-03,10,2023,normale,approuvee,2023-10-06,2023-10-14,
4863,C0363,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-12,2023-10-13
4864,C0364,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-15
4865,C0365,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-15,2023-10-18
4866,C0366,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-18
4867,C0367,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-13,2023-10-12
4868,C0368,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-14
4869,C0369,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-10,2023-10-13
4870,C0370,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-10,2023-10-15
4871,C0371,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-16,2023-10-17
4872,C0372,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-17,2023-10-22
4873,C0373,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-15,2023-10-16
4874,C0374,2023-10-03,10,2023,normale,approuvee,2023-10-07,2023-10-10,
4875,C0375,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-18
4876,C0376,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-13
4877,C0377,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-14
4878,C0378,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-10,2023-10-09
4879,C0379,2023-10-03,10,2023,urgente,livree,2023-10-07,2023-10-10,2023-10-15
4880,C0380,2023-10-03,10,2023,urgente,approuvee,2023-10-07,2023-10-10,
4881,C0381,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-18,2023-10-20
4882,C0382,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-11
4883,C0383,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-13,2023-10-11
4884,C0384,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-12,2023-10-14
4885,C0385,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-14,2023-10-17
4886,C0386,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-15,2023-10-16
4887,C0387,2023-10-03,10,2023,urgente,livree,2023-10-06,2023-10-13,2023-10-11
4888,C0388,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-12,2023-10-14
4889,C0389,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-17,2023-10-17
4890,C0390,2023-10-03,10,2023,normale,livree,2023-10-07,2023-10-10,2023-10-08
4891,C0391,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-09,2023-10-09
4892,C0392,2023-10-03,10,2023,urgente,approuvee,2023-10-08,2023-10-17,
4893,C0393,2023-10-03,10,2023,normale,livree,2023-10-05,2023-10-15,2023-10-16
4894,C0394,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-15,2023-10-20
4895,C0395,2023-10-03,10,2023,urgente,livree,2023-10-04,2023-10-13,2023-10-12
4896,C0396,2023-10-03,10,2023,normale,livree,2023-10-06,2023-10-10,2023-10-08
4897,C0397,2023-10-03,10,2023,normale,livree,2023-10-08,2023-10-15,2023-10-20
4898,C0398,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-11,2023-10-11
4899,C0399,2023-10-03,10,2023,normale,approuvee,2023-10-08,2023-10-14,
4900,C0400,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-09,2023-10-13
4901,C0401,2023-10-03,10,2023,normale,livree,2023-10-04,2023-10-14,2023-10-13
